source,target,sim
89,95,0.8083028197288513
89,100,0.7983936071395874
89,111,0.8006284236907959
89,112,0.8102684020996094
89,117,0.8076981902122498
89,119,0.7977064847946167
89,126,0.8533782958984375
89,137,0.7973742485046387
89,144,0.8527885675430298
89,159,0.7620254755020142
89,186,0.7853118777275085
89,194,0.8047749400138855
90,91,0.7206480503082275
90,92,0.8110746145248413
90,93,0.7634948492050171
90,110,0.7607380747795105
90,124,0.7454637289047241
90,198,0.7650153040885925
91,118,0.6869968175888062
91,122,0.7194254398345947
91,124,0.7346649765968323
91,125,0.7213805913925171
91,141,0.7578326463699341
91,148,0.8356638550758362
91,173,0.763882040977478
91,192,0.8245282769203186
91,193,0.754091739654541
92,93,0.7735430002212524
92,95,0.8051750659942627
92,110,0.8316778540611267
92,119,0.7894178032875061
92,124,0.7540569305419922
92,126,0.7932395935058594
92,137,0.8024576306343079
92,155,0.7841801047325134
92,198,0.7805505990982056
93,123,0.7251400351524353
93,124,0.8264429569244385
93,134,0.800879180431366
93,171,0.7138221859931946
93,176,0.8133039474487305
93,183,0.7454783916473389
93,198,0.742155909538269
94,99,0.7454299330711365
94,129,0.7210170030593872
94,142,0.7287212610244751
94,158,0.7715456485748291
94,167,0.7194960117340088
94,180,0.7323769927024841
94,181,0.7216140031814575
94,182,0.8698629140853882
95,97,0.81258225440979
95,110,0.8368545174598694
95,112,0.8531408905982971
95,113,0.8564357757568359
95,115,0.8319895267486572
95,116,0.8305591940879822
95,119,0.8263884782791138
95,130,0.8202440738677979
95,143,0.8145829439163208
95,164,0.7997089624404907
96,97,0.8063365817070007
96,99,0.7818140387535095
96,100,0.79596346616745
96,102,0.7847455739974976
96,103,0.7777493596076965
96,107,0.7922069430351257
96,112,0.7750726342201233
96,113,0.7820807695388794
96,119,0.7839893698692322
96,129,0.7860791683197021
96,189,0.7946037650108337
97,99,0.849943995475769
97,102,0.8136672973632812
97,103,0.77695631980896
97,104,0.8085871934890747
97,107,0.7975948452949524
97,111,0.8222935795783997
97,112,0.844851553440094
97,113,0.8177313208580017
97,116,0.7723577618598938
97,119,0.8200984597206116
97,186,0.7556164264678955
98,113,0.6799907684326172
98,114,0.7260598540306091
98,118,0.7376285791397095
98,119,0.6851818561553955
98,121,0.7073254585266113
98,122,0.6941514015197754
98,141,0.679405927658081
98,152,0.6889294385910034
98,170,0.6791335940361023
99,100,0.8477368354797363
99,102,0.8397128582000732
99,103,0.7755586504936218
99,104,0.8004297018051147
99,105,0.8112989664077759
99,107,0.8109720945358276
99,108,0.8002229928970337
99,111,0.8215181231498718
99,112,0.8418229818344116
99,140,0.8154422044754028
99,142,0.7278628349304199
99,155,0.8253961801528931
99,163,0.7544386386871338
99,181,0.8240971565246582
99,182,0.8012821674346924
100,103,0.7805919051170349
100,104,0.7781516909599304
100,105,0.7991389632225037
100,106,0.8052585124969482
100,107,0.7849195599555969
100,109,0.8204249143600464
100,112,0.8550455570220947
100,113,0.8462732434272766
100,120,0.8009302020072937
100,127,0.8335419297218323
100,129,0.8772278428077698
100,130,0.849563717842102
100,133,0.8549818992614746
100,138,0.8233194351196289
100,143,0.8686844110488892
100,149,0.8328147530555725
100,155,0.8406753540039062
100,180,0.8075190186500549
100,181,0.8589435815811157
100,185,0.8271484375
100,189,0.7720797061920166
100,190,0.8193131685256958
100,194,0.8661068081855774
101,128,0.8057710528373718
101,130,0.8108521699905396
101,136,0.7355026006698608
101,151,0.815751314163208
101,152,0.8197512030601501
101,153,0.8031702041625977
101,156,0.8261085152626038
101,157,0.676472544670105
101,161,0.7775564193725586
101,164,0.8159093856811523
101,166,0.7257254123687744
101,168,0.8261151313781738
101,172,0.8016836643218994
101,174,0.7393219470977783
101,184,0.8568676114082336
101,188,0.7788500189781189
101,191,0.7341940402984619
101,195,0.8398056030273438
101,196,0.847873330116272
101,197,0.7734702229499817
101,199,0.7405602931976318
102,103,0.8250420093536377
102,104,0.8267719745635986
102,107,0.8396992683410645
102,112,0.7707300782203674
102,119,0.7700130939483643
103,104,0.8098293542861938
103,107,0.8920128345489502
103,129,0.7955845594406128
103,181,0.7921274900436401
104,107,0.8161842823028564
104,119,0.775434136390686
104,127,0.7895525097846985
104,140,0.7711910605430603
105,106,0.7875252962112427
105,117,0.7826958894729614
105,127,0.8304617404937744
105,128,0.8148596286773682
105,130,0.800186812877655
105,131,0.7403206825256348
105,140,0.8317427635192871
105,163,0.7512322664260864
105,181,0.7980602979660034
105,182,0.7439131140708923
106,112,0.8043091297149658
106,120,0.9082235097885132
106,121,0.7362833023071289
106,133,0.7886310815811157
106,140,0.7935366630554199
106,143,0.7863332033157349
106,194,0.8231997489929199
107,129,0.8020058870315552
107,140,0.7809263467788696
107,181,0.8341445922851562
108,128,0.8238407373428345
108,130,0.8343438506126404
108,141,0.8167285919189453
108,153,0.8027247190475464
108,156,0.8007054924964905
108,158,0.7592281103134155
108,159,0.7431528568267822
108,161,0.7759160995483398
108,163,0.7772560119628906
108,164,0.8076727390289307
108,167,0.7883027195930481
108,168,0.7878350615501404
108,169,0.7191321849822998
108,174,0.7685767412185669
108,178,0.7958617210388184
108,186,0.7797536253929138
109,110,0.8406089544296265
109,112,0.8237447738647461
109,119,0.8260359168052673
109,120,0.8111088275909424
109,143,0.8368117213249207
109,190,0.8798632025718689
110,112,0.8600677847862244
110,113,0.8657351732254028
110,115,0.8158754706382751
110,116,0.772786021232605
110,117,0.7868492603302002
110,119,0.8579269051551819
110,126,0.8370965719223022
110,128,0.8061093688011169
110,132,0.8250622153282166
110,133,0.8280460834503174
110,137,0.8955606818199158
110,143,0.8737868666648865
110,147,0.8477651476860046
110,149,0.8498435020446777
110,150,0.829750120639801
110,154,0.8284672498703003
110,155,0.8573256731033325
110,171,0.7779257297515869
110,175,0.8558303117752075
110,178,0.7947959899902344
110,180,0.7876067161560059
110,194,0.855353057384491
110,198,0.7385194301605225
111,112,0.8499037623405457
111,117,0.796438992023468
111,159,0.7459418773651123
111,178,0.7842526435852051
111,186,0.7700258493423462
112,113,0.8653924465179443
112,115,0.8095282912254333
112,116,0.7789450883865356
112,119,0.8297920823097229
112,130,0.8266324996948242
112,133,0.8269774913787842
112,138,0.8221746683120728
112,143,0.8311331272125244
112,154,0.8157655596733093
112,178,0.7872986793518066
112,180,0.802139163017273
112,181,0.8141173124313354
112,185,0.8128925561904907
113,114,0.8161415457725525
113,115,0.8605707287788391
113,116,0.8295813798904419
113,119,0.8408318758010864
113,120,0.7667328119277954
113,133,0.8272812366485596
113,137,0.8264755606651306
113,138,0.82612144947052
113,139,0.8258470296859741
113,142,0.7088857889175415
113,143,0.8538329601287842
113,149,0.8328597545623779
113,155,0.8472288250923157
113,177,0.78529292345047
113,180,0.8116272687911987
113,185,0.8207282423973083
113,189,0.7959245443344116
113,194,0.8329871296882629
114,118,0.6580324172973633
114,119,0.8016357421875
114,121,0.7459084987640381
114,141,0.7865394949913025
114,143,0.8017212152481079
114,155,0.8142975568771362
115,133,0.8081694841384888
115,137,0.8086745738983154
115,139,0.8273252844810486
115,143,0.8236979246139526
115,154,0.8151290416717529
115,155,0.8202080726623535
116,119,0.7808260917663574
116,138,0.7920694351196289
116,139,0.7745686769485474
116,154,0.7673349976539612
116,191,0.788438618183136
116,196,0.7720770835876465
117,126,0.8157241344451904
117,144,0.8084468841552734
117,159,0.7995467185974121
117,178,0.7849736213684082
117,186,0.7678632140159607
118,121,0.7198697328567505
118,122,0.7808431386947632
118,125,0.6580682992935181
118,141,0.6582855582237244
118,152,0.676838755607605
118,161,0.6501716375350952
118,170,0.6870407462120056
118,174,0.6968095898628235
119,121,0.7252582907676697
119,126,0.8174195885658264
119,127,0.8176411390304565
119,128,0.8105019927024841
119,137,0.886427104473114
119,143,0.8572556972503662
119,150,0.8139509558677673
119,154,0.8502748012542725
119,155,0.8489960432052612
119,168,0.8034724593162537
119,180,0.78858882188797
119,189,0.7993355393409729
119,190,0.8322613835334778
119,194,0.8235368728637695
120,121,0.7844278216362
120,123,0.6943056583404541
120,143,0.787418007850647
120,190,0.7918366193771362
120,194,0.8358505964279175
121,123,0.733065128326416
121,140,0.7339606285095215
121,143,0.7307389974594116
122,124,0.7245612740516663
122,125,0.7241054773330688
122,148,0.6913799047470093
122,170,0.7181292772293091
122,174,0.7103046178817749
122,192,0.6806464195251465
122,193,0.6825792789459229
123,132,0.7324774265289307
123,140,0.6904876232147217
123,190,0.737989068031311
124,134,0.7786662578582764
124,148,0.7646409869194031
124,171,0.7395445108413696
124,176,0.7888609170913696
124,183,0.7428707480430603
124,192,0.781691312789917
124,198,0.7363612651824951
125,148,0.7211843729019165
125,170,0.7246986031532288
125,173,0.7422738075256348
125,174,0.7343172430992126
125,179,0.714266300201416
125,192,0.7328497171401978
126,137,0.853900671005249
126,144,0.8353264927864075
126,149,0.8168975710868835
126,150,0.80731600522995
126,154,0.8135722875595093
126,178,0.7850260734558105
126,194,0.8404830694198608
126,198,0.7506548166275024
127,128,0.824353814125061
127,129,0.8399974703788757
127,137,0.8626466989517212
127,140,0.8484233617782593
127,150,0.8152316808700562
127,181,0.8258013129234314
127,189,0.779639482498169
127,193,0.7443457841873169
128,130,0.8403356075286865
128,131,0.7764841914176941
128,137,0.8374085426330566
128,146,0.7954939603805542
128,152,0.8453519344329834
128,153,0.8058494329452515
128,156,0.8190494775772095
128,160,0.7326703071594238
128,161,0.8468596339225769
128,162,0.822687029838562
128,166,0.7322069406509399
128,168,0.8180908560752869
128,169,0.715849757194519
128,184,0.8043725490570068
128,197,0.7654495239257812
129,133,0.8227642178535461
129,138,0.878362774848938
129,140,0.8517318367958069
129,142,0.7618200182914734
129,177,0.7976598143577576
129,180,0.8522562980651855
129,181,0.8983595371246338
129,185,0.8481295108795166
129,189,0.7744985818862915
130,143,0.8309935331344604
130,145,0.8008835315704346
130,146,0.8015897274017334
130,153,0.8044530749320984
130,155,0.8226515650749207
130,162,0.8088364601135254
130,163,0.7485413551330566
130,166,0.7466651201248169
130,168,0.8113200664520264
130,185,0.8114895224571228
130,195,0.7988114953041077
131,132,0.7385108470916748
131,134,0.7551462054252625
131,137,0.7290166616439819
131,171,0.767005443572998
131,176,0.7458114624023438
131,183,0.7860795259475708
132,134,0.7595356702804565
132,137,0.8186185359954834
132,143,0.8083219528198242
132,171,0.8275583386421204
132,175,0.9051117300987244
132,176,0.7713505625724792
132,178,0.7892373204231262
132,183,0.7731350064277649
132,193,0.744820773601532
133,137,0.8193840384483337
133,138,0.8408082127571106
133,143,0.852443277835846
133,147,0.8461636304855347
133,149,0.9051008224487305
133,150,0.8091316223144531
133,177,0.8247603178024292
133,185,0.8038274049758911
133,194,0.8342872262001038
134,171,0.8045140504837036
134,176,0.8353291749954224
134,183,0.8405423164367676
135,136,0.806226372718811
135,139,0.7331650853157043
135,191,0.7388659119606018
135,199,0.7558913230895996
136,145,0.7488973140716553
136,151,0.7547804117202759
136,166,0.7570611238479614
136,191,0.8113914132118225
136,196,0.7513233423233032
137,139,0.8325190544128418
137,140,0.8396248817443848
137,143,0.8631051182746887
137,144,0.8232052326202393
137,147,0.8509855270385742
137,149,0.8395982384681702
137,150,0.8828941583633423
137,154,0.871980607509613
137,155,0.8781041502952576
137,162,0.8232823014259338
137,171,0.7937920093536377
137,175,0.8695929646492004
137,177,0.8025269508361816
137,180,0.7849869132041931
137,183,0.7749292254447937
137,189,0.7994632720947266
138,142,0.7485097646713257
138,147,0.8159331679344177
138,155,0.8081585168838501
138,177,0.855984091758728
138,180,0.8158420324325562
138,181,0.8438732028007507
138,185,0.8188776969909668
138,189,0.783555805683136
139,147,0.8246647715568542
139,155,0.8141462206840515
139,177,0.7845776081085205
139,189,0.7927813529968262
140,147,0.8424735069274902
140,155,0.8469785451889038
140,170,0.7077345848083496
140,176,0.7339071035385132
140,180,0.7859396934509277
140,181,0.8351882696151733
140,193,0.7417821884155273
141,155,0.7720628976821899
141,161,0.7825254797935486
141,170,0.733384907245636
141,173,0.7259471416473389
141,174,0.7434331178665161
141,193,0.7403818368911743
142,146,0.7261642813682556
142,180,0.7337344884872437
142,181,0.7432558536529541
142,182,0.7158399820327759
143,147,0.8390344381332397
143,149,0.8475329875946045
143,150,0.807033896446228
143,155,0.8942346572875977
143,162,0.82923424243927
143,175,0.8518054485321045
143,185,0.8154202699661255
143,189,0.7870410084724426
143,190,0.8122580051422119
143,194,0.8500803112983704
144,150,0.8060349225997925
144,159,0.7659927010536194
144,177,0.7898236513137817
144,186,0.7652500867843628
145,151,0.8111149668693542
145,153,0.8472725749015808
145,156,0.8733003735542297
145,163,0.7633017301559448
145,165,0.8018975853919983
145,166,0.7936096787452698
145,167,0.793520987033844
145,172,0.8310227394104004
145,187,0.7941958904266357
145,188,0.8443760871887207
145,191,0.7336828708648682
145,195,0.7854626178741455
145,196,0.8363115787506104
145,199,0.7574563026428223
146,152,0.7541356086730957
146,157,0.6693644523620605
146,160,0.7637330293655396
146,161,0.7741600275039673
146,162,0.7507280111312866
146,166,0.7222080230712891
146,167,0.7644125819206238
146,168,0.7712005972862244
146,184,0.7540566325187683
146,195,0.7641469240188599
147,149,0.8079580068588257
147,150,0.8145034313201904
147,177,0.787315845489502
148,173,0.7382262349128723
148,183,0.7601974010467529
148,192,0.8518469929695129
148,193,0.7944221496582031
149,150,0.8111366033554077
149,155,0.8137818574905396
149,177,0.7884424328804016
149,194,0.8747533559799194
150,175,0.8405677676200867
150,177,0.791853666305542
151,152,0.7989747524261475
151,155,0.7965826392173767
151,156,0.8567613363265991
151,157,0.6737727522850037
151,161,0.7778482437133789
151,162,0.8539801836013794
151,164,0.855857789516449
151,165,0.8166325092315674
151,167,0.8031728267669678
151,172,0.8258606195449829
151,184,0.896227240562439
151,187,0.7683066129684448
151,188,0.7911851406097412
151,195,0.7798029184341431
151,196,0.7710968255996704
152,153,0.7972767353057861
152,156,0.8317381143569946
152,157,0.6657128930091858
152,161,0.8737983107566833
152,162,0.8284592032432556
152,165,0.8085376024246216
152,167,0.8069971799850464
152,168,0.7895258665084839
152,169,0.7231709361076355
152,172,0.7956292629241943
152,174,0.7634857892990112
152,184,0.8071167469024658
152,188,0.7668275833129883
152,193,0.7455753087997437
152,197,0.8134275078773499
153,156,0.9256185293197632
153,157,0.6641285419464111
153,164,0.8108066320419312
153,165,0.80361008644104
153,167,0.8285019397735596
153,168,0.8065589666366577
153,172,0.8857463598251343
153,187,0.796466052532196
153,188,0.8525998592376709
153,191,0.7202069759368896
154,155,0.850981593132019
154,172,0.7871773838996887
154,177,0.7905297875404358
155,162,0.8283484578132629
155,166,0.7217102646827698
155,180,0.7995784878730774
155,185,0.8225365877151489
155,189,0.8081552982330322
155,199,0.7406688332557678
156,157,0.691447377204895
156,164,0.8272427916526794
156,165,0.8355533480644226
156,167,0.8061543703079224
156,168,0.8227142095565796
156,172,0.938948929309845
156,184,0.8280383944511414
156,187,0.8185021281242371
156,188,0.8894492387771606
156,195,0.7906802892684937
156,196,0.8124872446060181
156,197,0.7651169300079346
157,167,0.6784427165985107
157,168,0.7165071964263916
157,172,0.6732501983642578
157,181,0.6814442873001099
157,184,0.6809102296829224
158,159,0.8355211019515991
158,160,0.7803875803947449
158,163,0.7922052145004272
158,165,0.7895598411560059
158,167,0.752046525478363
158,182,0.8030527830123901
158,186,0.8236480355262756
159,164,0.7442951202392578
159,165,0.7445535659790039
159,178,0.745458722114563
159,186,0.8692018985748291
160,161,0.7438787221908569
160,163,0.7299463152885437
160,165,0.7454578280448914
160,167,0.7748368978500366
160,186,0.7299824357032776
160,187,0.8021038174629211
161,162,0.8047151565551758
161,163,0.7603083252906799
161,167,0.8311941027641296
161,169,0.7898555994033813
161,174,0.7616683840751648
161,179,0.7642260789871216
161,184,0.8101271986961365
161,187,0.7619889974594116
161,193,0.7417866587638855
161,197,0.7905572652816772
162,164,0.8186972737312317
162,165,0.8129962086677551
162,167,0.8087025880813599
162,168,0.8117135167121887
162,184,0.8286388516426086
162,195,0.7728488445281982
163,169,0.7218281030654907
163,173,0.7472602128982544
163,174,0.7985806465148926
163,178,0.757540225982666
164,165,0.8588743209838867
164,167,0.838140606880188
164,168,0.8194642066955566
164,172,0.8344887495040894
164,174,0.7517452239990234
164,184,0.8233895301818848
164,186,0.7558786869049072
164,187,0.7770615220069885
164,188,0.7860718369483948
164,196,0.775027871131897
165,167,0.819458544254303
165,168,0.8213748335838318
165,172,0.8383114337921143
165,174,0.7376624941825867
165,184,0.8130070567131042
165,187,0.7913797497749329
165,188,0.8103194236755371
165,195,0.8067091703414917
165,196,0.776657223701477
165,197,0.7728045582771301
166,184,0.7194390296936035
166,195,0.7309613227844238
166,196,0.7585175633430481
167,168,0.8293986916542053
167,169,0.7098255157470703
167,172,0.80967116355896
167,179,0.7195766568183899
167,184,0.8018017411231995
167,187,0.8308968544006348
167,188,0.8055163621902466
168,172,0.8125194311141968
168,181,0.803676187992096
168,187,0.7887473702430725
168,188,0.8088154196739197
169,174,0.766274094581604
169,179,0.7174891233444214
169,197,0.7577204704284668
170,173,0.700008749961853
170,174,0.7249629497528076
170,179,0.7155226469039917
171,175,0.8221138119697571
171,176,0.7932277917861938
171,183,0.8253619074821472
172,184,0.7981178164482117
172,187,0.8079141974449158
172,188,0.8563691973686218
172,195,0.7796057462692261
172,196,0.7752224206924438
173,179,0.7465826272964478
173,192,0.7255668044090271
173,193,0.7564467191696167
174,184,0.7413442134857178
174,196,0.7708263993263245
174,197,0.8208578824996948
175,176,0.7369369864463806
175,190,0.8202003240585327
176,183,0.8551607728004456
179,192,0.7170195579528809
179,193,0.7499070167541504
180,181,0.8469748497009277
180,182,0.7439759969711304
181,185,0.8282893896102905
183,192,0.7182590365409851
184,187,0.7836914658546448
184,195,0.8083494901657104
184,196,0.8267723321914673
184,197,0.7855663299560547
185,189,0.7750720977783203
187,188,0.7733057737350464
188,195,0.7696963548660278
188,196,0.7778105735778809
191,196,0.7483559846878052
192,193,0.7815782427787781
195,196,0.8710293173789978
196,197,0.7671513557434082
